Bin Id	Marker lineage	# genomes	# markers	# marker sets	0	1	2	3	4	5+	Completeness	Contamination	Strain heterogeneity
CC151_chromosome	k__Bacteria (UID2982)	88	230	148	1	226	3	0	0	0	99.32	2.03	0.00
Ca_Abyssubacteria_bacterium_SURF_17	k__Bacteria (UID2495)	2993	147	91	12	133	2	0	0	0	90.05	2.20	0.00
Ca_Aureabacteria_bacterium_SURF_26	k__Bacteria (UID2565)	2921	152	93	24	124	4	0	0	0	93.49	3.23	0.00
Ca_Omnitrophus_fodinae_SCGC_AAA011_A17	k__Bacteria (UID2565)	2921	152	93	46	105	0	1	0	0	66.01	1.08	0.00
Ca_Rubidus_massiliensis	k__Bacteria (UID2982)	88	230	148	4	225	1	0	0	0	98.65	0.68	0.00
Ca_Xiphinematobacter_sp_Idaho_Grape	k__Bacteria (UID2982)	88	230	148	22	208	0	0	0	0	89.86	0.00	0.00
Candidatus_Brocadia_sp_UTAMX1	k__Bacteria (UID2565)	2921	149	91	0	147	2	0	0	0	100.00	1.65	0.00
Candidatus_Latescibacteria_bacterium_4484_107	k__Bacteria (UID2495)	2993	147	91	27	120	0	0	0	0	76.68	0.00	0.00
Candidatus_Moanabacter_tarae	k__Bacteria (UID2982)	88	230	148	5	224	1	0	0	0	96.62	0.68	0.00
Chth_196	k__Bacteria (UID2982)	88	230	148	78	152	0	0	0	0	70.16	0.00	0.00
Chthoniobacter_flavus	k__Bacteria (UID2982)	88	230	148	4	220	6	0	0	0	97.30	2.87	0.00
Coraliomargarita_akajimensis_DSM_45221	k__Bacteria (UID2982)	88	230	148	1	229	0	0	0	0	99.77	0.00	0.00
Coraliomargarita_sp_WN38	k__Bacteria (UID2982)	88	230	148	0	228	2	0	0	0	100.00	1.35	0.00
GCA_000006685.1_ASM668v1	o__Chlamydiales (UID2994)	64	455	185	2	453	0	0	0	0	99.19	0.00	0.00
GCA_000007205.1_ASM720v1	k__Bacteria (UID2993)	77	301	197	1	300	0	0	0	0	99.49	0.00	0.00
GCA_000007605.1_ASM760v1	k__Bacteria (UID2993)	77	301	197	1	300	0	0	0	0	99.49	0.00	0.00
GCA_000008725.1_ASM872v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000008745.1_ASM874v1	k__Bacteria (UID2993)	77	301	197	1	300	0	0	0	0	99.49	0.00	0.00
GCA_000009945.1_ASM994v1	k__Bacteria (UID2993)	77	301	197	1	300	0	0	0	0	99.49	0.00	0.00
GCA_000011165.1_ASM1116v1	k__Bacteria (UID2993)	77	301	197	1	300	0	0	0	0	99.49	0.00	0.00
GCA_000011565.1_ASM1156v1	k__Bacteria (UID2982)	88	229	148	1	228	0	0	0	0	99.96	0.00	0.00
GCA_000012125.1_ASM1212v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000019665.1_ASM1966v1	k__Bacteria (UID2982)	88	230	148	2	227	1	0	0	0	98.65	0.34	0.00
GCA_000019965.1_ASM1996v1	k__Bacteria (UID2982)	88	227	146	1	222	3	1	0	0	99.32	3.42	0.00
GCA_000020225.1_ASM2022v1	k__Bacteria (UID2982)	88	229	147	3	226	0	0	0	0	97.96	0.00	0.00
GCA_000024145.1_ASM2414v1	k__Bacteria (UID2993)	77	301	197	1	300	0	0	0	0	99.49	0.00	0.00
GCA_000025185.1_ASM2518v1	k__Bacteria (UID2565)	2921	143	87	2	141	0	0	0	0	98.78	0.00	0.00
GCA_000025905.1_ASM2590v1	k__Bacteria (UID2982)	88	230	148	1	229	0	0	0	0	99.77	0.00	0.00
GCA_000026025.1_ASM2602v1	k__Bacteria (UID2993)	77	301	197	2	299	0	0	0	0	98.98	0.00	0.00
GCA_000026905.1_ASM2690v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000026925.1_ASM2692v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000068525.2_ASM6852v2	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000068585.1_ASM6858v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000091085.2_ASM9108v2	k__Bacteria (UID2993)	77	301	197	1	300	0	0	0	0	99.49	0.00	0.00
GCA_000092105.1_ASM9210v1	k__Bacteria (UID2565)	2921	144	89	1	142	1	0	0	0	99.93	1.12	0.00
GCA_000092485.1_ASM9248v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000092665.1_ASM9266v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000092685.1_ASM9268v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000092705.1_ASM9270v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000092725.1_ASM9272v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000092745.1_ASM9274v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000092785.1_ASM9278v1	k__Bacteria (UID2982)	88	230	148	6	224	0	0	0	0	97.47	0.00	0.00
GCA_000092805.1_ASM9280v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000093005.1_ASM9300v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000153105.1_ASM15310v1	k__Bacteria (UID2565)	2921	143	87	2	139	2	0	0	0	98.78	1.34	0.00
GCA_000155695.1_ASM15569v1	k__Bacteria (UID2982)	88	230	148	0	228	2	0	0	0	100.00	1.35	0.00
GCA_000165715.3_ASM16571v3	k__Bacteria (UID2565)	2921	146	90	5	140	0	1	0	0	95.56	2.22	0.00
GCA_000170755.1_ASM17075v1	k__Bacteria (UID2982)	88	230	148	6	215	8	1	0	0	97.12	5.21	9.09
GCA_000171235.2_ASM17123v2	k__Bacteria (UID2982)	88	227	146	5	220	1	1	0	0	98.06	0.50	0.00
GCA_000171775.1_ASM17177v1	k__Bacteria (UID2565)	2921	143	88	7	129	6	1	0	0	92.95	6.42	33.33
GCA_000172155.1_ASM17215v1	k__Bacteria (UID2982)	88	229	147	0	224	4	1	0	0	100.00	2.72	0.00
GCA_000172555.1_ASM17255v1	k__Bacteria (UID2982)	88	230	148	2	224	4	0	0	0	99.32	2.70	0.00
GCA_000173075.1_ASM17307v1	k__Bacteria (UID2982)	88	230	148	4	220	6	0	0	0	97.30	2.87	0.00
GCA_000173475.1_ASM17347v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000173495.1_ASM17349v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000173515.1_ASM17351v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000173535.1_ASM17353v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000174055.1_ASM17405v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000174975.1_ASM17497v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	99.05	0.00	0.00
GCA_000174995.1_ASM17499v1	o__Chlamydiales (UID2994)	64	455	185	5	450	0	0	0	0	98.69	0.00	0.00
GCA_000175515.1_ASM17551v1	o__Chlamydiales (UID2994)	64	455	185	3	445	7	0	0	0	98.92	2.16	57.14
GCA_000175535.1_ASM17553v1	o__Chlamydiales (UID2994)	64	455	185	2	453	0	0	0	0	99.19	0.00	0.00
GCA_000176075.1_ASM17607v1	k__Bacteria (UID2982)	88	229	148	0	229	0	0	0	0	100.00	0.00	0.00
GCA_000181475.1_ASM18147v1	k__Bacteria (UID2565)	2921	146	90	0	143	3	0	0	0	100.00	1.77	0.00
GCA_000186345.1_ASM18634v1	k__Bacteria (UID2565)	2921	141	86	2	139	0	0	0	0	98.45	0.00	0.00
GCA_000191925.1_ASM19192v1	g__Chlamydophila (UID3014)	29	613	47	6	606	1	0	0	0	97.89	0.12	0.00
GCA_000195185.2_ASM19518v2	k__Bacteria (UID2565)	2921	140	85	1	139	0	0	0	0	99.93	0.00	0.00
GCA_000196115.1_ASM19611v1	k__Bacteria (UID2565)	2921	140	85	1	139	0	0	0	0	99.93	0.00	0.00
GCA_000204135.1_ASM20413v1	k__Bacteria (UID2993)	77	301	197	2	299	0	0	0	0	98.98	0.00	0.00
GCA_000204175.1_ASM20417v1	g__Chlamydophila (UID3014)	29	613	47	6	606	1	0	0	0	97.89	0.12	0.00
GCA_000204255.1_ASM20425v1	g__Chlamydophila (UID3014)	29	613	47	6	606	1	0	0	0	97.89	0.12	0.00
GCA_000210495.1_ASM21049v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000211155.1_ASM21115v1	g__Chlamydophila (UID3014)	29	613	47	6	606	1	0	0	0	97.89	0.12	0.00
GCA_000213905.2_ASM21390v2	k__Bacteria (UID2993)	77	301	197	2	299	0	0	0	0	98.98	0.00	0.00
GCA_000220105.1_ASM22010v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000226605.1_ASM22660v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000237205.1_ASM23720v1	k__Bacteria (UID2982)	88	230	148	6	223	1	0	0	0	96.28	0.23	0.00
GCA_000242455.3_ASM24245v3	k__Bacteria (UID2565)	2921	141	86	1	134	6	0	0	0	99.61	6.98	0.00
GCA_000242935.3_ASM24293v3	k__Bacteria (UID2982)	88	227	146	0	226	1	0	0	0	100.00	0.23	0.00
GCA_000243495.3_ASM24349v3	k__Bacteria (UID2982)	88	227	146	2	224	1	0	0	0	98.63	0.23	0.00
GCA_000253035.1_ASM25303v1	k__Bacteria (UID2982)	88	229	148	0	228	1	0	0	0	100.00	0.68	0.00
GCA_000255655.1_ASM25565v1	k__Bacteria (UID2565)	2921	144	89	1	140	3	0	0	0	98.88	3.37	0.00
GCA_000255675.1_ASM25567v1	k__Bacteria (UID2565)	2921	141	86	2	133	6	0	0	0	98.45	6.98	0.00
GCA_000255705.1_ASM25570v1	k__Bacteria (UID2565)	2921	143	88	5	136	2	0	0	0	94.89	2.27	0.00
GCA_000270385.1_ASM27038v1	g__Chlamydophila (UID3014)	29	613	47	6	606	1	0	0	0	97.89	0.12	0.00
GCA_000270405.1_ASM27040v1	g__Chlamydophila (UID3014)	29	613	47	6	606	1	0	0	0	97.89	0.12	0.00
GCA_000270425.1_ASM27042v1	g__Chlamydophila (UID3014)	29	613	47	6	606	1	0	0	0	97.89	0.12	0.00
GCA_000270445.1_ASM27044v1	g__Chlamydophila (UID3014)	29	613	47	6	606	1	0	0	0	97.89	0.12	0.00
GCA_000284115.1_ASM28411v1	k__Bacteria (UID2565)	2921	143	88	4	139	0	0	0	0	95.45	0.00	0.00
GCA_000284475.1_ASM28447v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000296795.1_ASM29679v1	k__Bacteria (UID2565)	2921	149	91	0	145	4	0	0	0	100.00	3.85	0.00
GCA_000297415.1_ASM29741v1	k__Bacteria (UID2982)	88	230	148	1	228	1	0	0	0	99.32	0.34	0.00
GCA_000298375.2_ASM29837v2	g__Chlamydophila (UID3014)	29	613	47	7	605	1	0	0	0	97.85	0.12	0.00
GCA_000298415.1_ASM29841v1	k__Bacteria (UID2993)	77	301	197	2	299	0	0	0	0	99.24	0.00	0.00
GCA_000298435.2_ASM29843v2	k__Bacteria (UID2993)	77	301	197	1	300	0	0	0	0	99.49	0.00	0.00
GCA_000298455.2_ASM29845v2	k__Bacteria (UID2993)	77	301	197	5	296	0	0	0	0	97.72	0.00	0.00
GCA_000298475.2_ASM29847v2	k__Bacteria (UID2993)	77	301	197	0	301	0	0	0	0	100.00	0.00	0.00
GCA_000298495.2_ASM29849v2	k__Bacteria (UID2993)	77	301	197	1	300	0	0	0	0	99.49	0.00	0.00
GCA_000298515.2_ASM29851v2	k__Bacteria (UID2993)	77	301	197	0	301	0	0	0	0	100.00	0.00	0.00
GCA_000298535.2_ASM29853v2	k__Bacteria (UID2993)	77	301	197	1	300	0	0	0	0	99.49	0.00	0.00
GCA_000298555.2_ASM29855v2	k__Bacteria (UID2993)	77	301	197	2	299	0	0	0	0	99.24	0.00	0.00
GCA_000304495.1_Cm_ESW3	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000304515.1_Cm_FSW4	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000304535.1_Cm_FSW5	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000304635.1_ASM30463v1	k__Bacteria (UID2565)	2921	140	85	2	138	0	0	0	0	98.75	0.00	0.00
GCA_000315095.1_KustCH1	k__Bacteria (UID2565)	2921	149	91	4	141	4	0	0	0	95.60	2.85	25.00
GCA_000315115.1_RU1_contigs	k__Bacteria (UID2565)	2921	149	91	6	138	4	1	0	0	94.99	3.91	42.86
GCA_000317995.1_ASM31799v1	k__Bacteria (UID2993)	77	301	197	1	300	0	0	0	0	99.49	0.00	0.00
GCA_000318525.2_ASM31852v2	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000318545.1_ASM31854v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000318565.1_ASM31856v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000318585.1_ASM31858v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000318605.1_ASM31860v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000318625.1_ASM31862v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000318645.1_ASM31864v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000318665.1_ASM31866v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000318685.1_ASM31868v1	o__Chlamydiales (UID2994)	64	455	185	7	448	0	0	0	0	97.30	0.00	0.00
GCA_000318705.1_ASM31870v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000318745.1_ASM31874v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000318765.1_ASM31876v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000318785.1_ASM31878v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000318805.1_ASM31880v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000318825.1_ASM31882v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000318845.1_ASM31884v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000318865.1_ASM31886v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000318885.1_ASM31888v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000318905.1_ASM31890v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000318925.1_ASM31892v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000318945.1_ASM31894v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000318965.1_ASM31896v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000318985.1_ASM31898v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000319005.1_ASM31900v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000319025.1_ASM31902v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000319045.1_ASM31904v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000319065.1_ASM31906v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000319085.1_ASM31908v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000319105.1_ASM31910v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000319125.1_ASM31912v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000319145.1_ASM31914v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000319165.1_ASM31916v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000330745.1_ASM33074v1	k__Bacteria (UID2565)	2921	140	85	1	139	0	0	0	0	99.93	0.00	0.00
GCA_000338295.1_First	k__Bacteria (UID2565)	2921	140	85	3	137	0	0	0	0	98.17	0.00	0.00
GCA_000338695.1_ASM33869v1	k__Bacteria (UID2993)	77	301	197	7	294	0	0	0	0	97.41	0.00	0.00
GCA_000346295.1_ASM34629v1	k__Bacteria (UID2565)	2921	140	85	3	133	4	0	0	0	98.17	2.57	0.00
GCA_000346315.1_ASM34631v1	k__Bacteria (UID2565)	2921	140	85	3	137	0	0	0	0	97.58	0.00	0.00
GCA_000346425.1_ASM34642v1	k__Bacteria (UID2565)	2921	140	85	2	138	0	0	0	0	98.75	0.00	0.00
GCA_000346505.1_ASM34650v1	k__Bacteria (UID2565)	2921	140	85	2	133	5	0	0	0	98.75	3.12	0.00
GCA_000348825.1_ASM34882v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000348845.1_ASM34884v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000364765.1_ASM36476v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000364785.1_ASM36478v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000378105.1_ASM37810v1	k__Bacteria (UID2982)	88	229	147	0	228	1	0	0	0	100.00	0.68	0.00
GCA_000379365.1_ASM37936v1	k__Bacteria (UID2982)	88	230	148	4	225	1	0	0	0	97.93	0.68	0.00
GCA_000383715.1_ASM38371v1	k__Bacteria (UID2982)	88	230	148	51	175	4	0	0	0	71.90	2.36	50.00
GCA_000383735.1_ASM38373v1	k__Bacteria (UID2982)	88	229	147	106	123	0	0	0	0	57.99	0.00	0.00
GCA_000415525.1_ASM41552v1	g__Chlamydophila (UID3014)	29	613	47	6	580	27	0	0	0	97.89	2.25	0.00
GCA_000415545.1_ASM41554v1	g__Chlamydophila (UID3014)	29	613	47	6	606	1	0	0	0	97.89	0.12	0.00
GCA_000415565.2_ASM41556v2	g__Chlamydophila (UID3014)	29	613	47	8	604	1	0	0	0	97.74	0.12	0.00
GCA_000415585.1_ASM41558v1	g__Chlamydophila (UID3014)	29	613	47	6	600	6	1	0	0	97.89	0.47	0.00
GCA_000415605.1_ASM41560v1	g__Chlamydophila (UID3014)	29	613	47	6	591	15	1	0	0	97.89	3.20	5.56
GCA_000415625.1_ASM41562v1	g__Chlamydophila (UID3014)	29	613	47	10	602	1	0	0	0	97.63	0.12	0.00
GCA_000415645.1_ASM41564v1	g__Chlamydophila (UID3014)	29	613	47	7	605	1	0	0	0	97.80	0.12	0.00
GCA_000415665.1_ASM41566v1	g__Chlamydophila (UID3014)	29	613	47	30	581	2	0	0	0	93.95	0.83	0.00
GCA_000415685.2_ASM41568v2	g__Chlamydophila (UID3014)	29	613	47	6	606	1	0	0	0	97.89	0.12	0.00
GCA_000415705.1_ASM41570v1	g__Chlamydophila (UID3014)	29	613	47	18	593	2	0	0	0	94.62	0.21	50.00
GCA_000415725.1_ASM41572v1	k__Bacteria (UID2993)	77	301	197	1	300	0	0	0	0	99.49	0.00	0.00
GCA_000415745.1_ASM41574v1	k__Bacteria (UID2993)	77	301	197	7	294	0	0	0	0	98.84	0.00	0.00
GCA_000415765.1_ASM41576v1	k__Bacteria (UID2993)	77	301	197	3	298	0	0	0	0	98.98	0.00	0.00
GCA_000415785.1_ASM41578v1	k__Bacteria (UID2993)	77	301	197	1	300	0	0	0	0	99.49	0.00	0.00
GCA_000415805.1_ASM41580v1	g__Chlamydophila (UID3014)	29	613	47	6	606	1	0	0	0	97.89	0.12	0.00
GCA_000415825.1_ASM41582v1	g__Chlamydophila (UID3014)	29	613	47	6	606	1	0	0	0	97.89	0.12	0.00
GCA_000415845.1_ASM41584v1	k__Bacteria (UID2993)	77	301	197	46	253	2	0	0	0	84.16	0.76	50.00
GCA_000417565.1_ASM41756v1	g__Chlamydophila (UID3014)	29	613	47	15	557	40	1	0	0	97.32	5.28	0.00
GCA_000417585.1_ASM41758v1	g__Chlamydophila (UID3014)	29	613	47	6	606	1	0	0	0	97.89	0.12	0.00
GCA_000417605.1_ASM41760v1	k__Bacteria (UID2993)	77	301	197	2	299	0	0	0	0	98.98	0.00	0.00
GCA_000417655.1_ASM41765v1	k__Bacteria (UID2993)	77	301	197	10	291	0	0	0	0	95.92	0.00	0.00
GCA_000417675.1_ASM41767v1	g__Chlamydophila (UID3014)	29	613	47	13	599	1	0	0	0	97.29	0.12	0.00
GCA_000417695.2_ASM41769v2	k__Bacteria (UID2993)	77	301	197	1	300	0	0	0	0	99.49	0.00	0.00
GCA_000417715.1_ASM41771v1	k__Bacteria (UID2993)	77	301	197	6	295	0	0	0	0	97.69	0.00	0.00
GCA_000417735.2_ASM41773v2	k__Bacteria (UID2993)	77	301	197	5	296	0	0	0	0	97.72	0.00	0.00
GCA_000417825.1_ASM41782v1	k__Bacteria (UID2993)	77	301	197	13	288	0	0	0	0	95.05	0.00	0.00
GCA_000417845.2_ASM41784v2	g__Chlamydophila (UID3014)	29	613	47	201	392	20	0	0	0	66.03	2.97	35.00
GCA_000436395.1_MGS154	k__Bacteria (UID2982)	88	229	147	10	219	0	0	0	0	95.07	0.00	0.00
GCA_000437075.1_MGS344	k__Bacteria (UID2982)	88	229	147	5	222	2	0	0	0	97.25	1.36	0.00
GCA_000438015.1_MGS312	k__Bacteria (UID2982)	88	230	148	13	214	3	0	0	0	92.23	1.49	0.00
GCA_000441585.1_ASM44158v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000441615.1_ASM44161v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000441635.1_ASM44163v1	o__Chlamydiales (UID2994)	64	455	185	3	445	7	0	0	0	98.92	2.16	42.86
GCA_000441655.1_ASM44165v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000441675.1_ASM44167v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000441695.1_ASM44169v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000441715.1_ASM44171v1	o__Chlamydiales (UID2994)	64	455	185	3	445	7	0	0	0	98.92	2.16	57.14
GCA_000441735.1_ASM44173v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000441755.1_ASM44175v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
GCA_000441775.1_ASM44177v1	o__Chlamydiales (UID2994)	64	455	185	3	445	7	0	0	0	98.92	2.16	42.86
GCA_000441795.1_ASM44179v1	o__Chlamydiales (UID2994)	64	455	185	3	452	0	0	0	0	98.92	0.00	0.00
